A_given,A_calc,A_diff,H_given,H_calc,H_diff,Result
0.6,0.599,-0.001,0.426,0.401,-0.025,0
0.609,0.622,0.013,0.415,0.378,-0.037,0
0.502,0.512,0.01,0.522,0.488,-0.034,0
0.706,0.686,-0.02,0.323,0.314,-0.009,0
0.533,0.588,0.055,0.49,0.412,-0.078,0
0.71,0.678,-0.032,0.317,0.322,0.005,0
0.647,0.67,0.023,0.38,0.33,-0.05,1
0.608,0.591,-0.017,0.417,0.409,-0.008,1
0.485,0.412,-0.073,0.537,0.588,0.051,0
0.42,0.435,0.015,0.605,0.565,-0.04,1
0.478,0.47,-0.008,0.543,0.53,-0.013,0
0.507,0.521,0.014,0.517,0.479,-0.038,1
0.615,0.617,0.002,0.417,0.383,-0.034,1
0.474,0.449,-0.025,0.548,0.551,0.003,0
0.495,0.494,-0.001,0.528,0.506,-0.022,0
0.6,0.585,-0.015,0.426,0.415,-0.011,1
0.498,0.465,-0.033,0.526,0.535,0.009,1
0.539,0.526,-0.013,0.483,0.474,-0.009,0
0.655,0.638,-0.017,0.37,0.362,-0.008,1
0.512,0.518,0.006,0.512,0.482,-0.03,1
0.744,0.718,-0.026,0.282,0.282,0,0
0.412,0.405,-0.007,0.612,0.595,-0.017,1
0.463,0.432,-0.031,0.567,0.568,0.001,1
0.407,0.42,0.013,0.624,0.58,-0.044,1
0.444,0.439,-0.005,0.583,0.561,-0.022,1
0.455,0.406,-0.049,0.574,0.594,0.02,1
0.502,0.503,0.001,0.522,0.497,-0.025,0
0.55,0.539,-0.011,0.472,0.461,-0.011,1
0.522,0.503,-0.019,0.502,0.497,-0.005,0
0.737,0.698,-0.039,0.29,0.302,0.012,0
0.615,0.634,0.019,0.417,0.366,-0.051,0
0.686,0.692,0.006,0.341,0.308,-0.033,0
0.543,0.556,0.013,0.478,0.444,-0.034,0
0.543,0.524,-0.019,0.478,0.476,-0.002,0
0.502,0.5,-0.002,0.522,0.5,-0.022,0
0.526,0.487,-0.039,0.498,0.513,0.015,0
0.507,0.472,-0.035,0.517,0.528,0.011,1
0.474,0.511,0.037,0.548,0.489,-0.059,1
0.65,0.646,-0.004,0.376,0.354,-0.022,0
0.63,0.623,-0.007,0.4,0.377,-0.023,0
0.478,0.413,-0.065,0.543,0.587,0.044,1
0.522,0.534,0.012,0.502,0.466,-0.036,1
0.552,0.553,0.001,0.469,0.447,-0.022,0
0.62,0.595,-0.025,0.412,0.405,-0.007,1
0.653,0.67,0.017,0.373,0.33,-0.043,1
0.635,0.662,0.027,0.394,0.338,-0.056,0
0.519,0.474,-0.045,0.505,0.526,0.021,1
0.512,0.538,0.026,0.512,0.462,-0.05,0
0.413,0.326,-0.087,0.611,0.674,0.063,1
0.467,0.466,-0.001,0.554,0.534,-0.02,0
0.526,0.526,0,0.498,0.474,-0.024,0
0.5,0.506,0.006,0.524,0.494,-0.03,1
0.588,0.59,0.002,0.439,0.41,-0.029,0
0.524,0.404,-0.12,0.5,0.596,0.096,0
0.597,0.578,-0.019,0.429,0.422,-0.007,0
0.789,0.765,-0.024,0.235,0.235,0,0
0.669,0.657,-0.012,0.361,0.343,-0.018,0
0.563,0.561,-0.002,0.467,0.439,-0.028,0
0.606,0.617,0.011,0.418,0.383,-0.035,0
0.701,0.671,-0.03,0.328,0.329,0.001,0
0.662,0.659,-0.003,0.362,0.341,-0.021,0
0.463,0.445,-0.018,0.567,0.555,-0.012,1
0.531,0.545,0.014,0.493,0.455,-0.038,0
0.567,0.545,-0.022,0.463,0.455,-0.008,0
0.649,0.645,-0.004,0.377,0.355,-0.022,0
0.567,0.572,0.005,0.463,0.428,-0.035,1
0.397,0.38,-0.017,0.632,0.62,-0.012,1
0.63,0.655,0.025,0.4,0.345,-0.055,0
0.623,0.64,0.017,0.408,0.36,-0.048,0
0.759,0.725,-0.034,0.267,0.275,0.008,0
0.713,0.704,-0.009,0.314,0.296,-0.018,1
0.64,0.636,-0.004,0.388,0.364,-0.024,1
0.583,0.614,0.031,0.444,0.386,-0.058,1
0.558,0.585,0.027,0.474,0.415,-0.059,1
0.558,0.546,-0.012,0.474,0.454,-0.02,0
0.382,0.308,-0.074,0.645,0.692,0.047,1
0.398,0.376,-0.022,0.631,0.624,-0.007,0
0.649,0.639,-0.01,0.377,0.361,-0.016,0
0.548,0.527,-0.021,0.474,0.473,-0.001,1
0.353,0.381,0.028,0.675,0.619,-0.056,1
0.5,0.429,-0.071,0.524,0.571,0.047,0
0.472,0.488,0.016,0.559,0.512,-0.047,1
0.522,0.517,-0.005,0.502,0.483,-0.019,1
0.548,0.497,-0.051,0.474,0.503,0.029,1
0.643,0.606,-0.037,0.385,0.394,0.009,0
0.528,0.591,0.063,0.495,0.409,-0.086,1
0.649,0.66,0.011,0.377,0.34,-0.037,0
0.558,0.538,-0.02,0.474,0.462,-0.012,0
0.574,0.582,0.008,0.455,0.418,-0.037,1
0.571,0.48,-0.091,0.459,0.52,0.061,0
0.725,0.735,0.01,0.3,0.265,-0.035,1
0.684,0.666,-0.018,0.344,0.334,-0.01,0
0.364,0.372,0.008,0.667,0.628,-0.039,1
0.636,0.587,-0.049,0.392,0.413,0.021,0
0.332,0.336,0.004,0.693,0.664,-0.029,1
0.505,0.517,0.012,0.519,0.483,-0.036,0
0.512,0.552,0.04,0.512,0.448,-0.064,0
0.537,0.604,0.067,0.485,0.396,-0.089,0
0.623,0.599,-0.024,0.408,0.401,-0.007,1
0.556,0.5,-0.056,0.476,0.5,0.024,1
0.417,0.432,0.015,0.608,0.568,-0.04,0
0.58,0.551,-0.029,0.448,0.449,0.001,1
0.533,0.525,-0.008,0.49,0.475,-0.015,1
0.623,0.635,0.012,0.408,0.365,-0.043,1
0.615,0.6,-0.015,0.417,0.4,-0.017,0
0.737,0.714,-0.023,0.29,0.286,-0.004,1
0.431,0.421,-0.01,0.595,0.579,-0.016,1
0.697,0.677,-0.02,0.328,0.323,-0.005,0
0.714,0.699,-0.015,0.313,0.301,-0.012,0
0.439,0.449,0.01,0.588,0.551,-0.037,1
0.444,0.427,-0.017,0.583,0.573,-0.01,0
0.653,0.679,0.026,0.373,0.321,-0.052,1
0.498,0.482,-0.016,0.526,0.518,-0.008,0
0.543,0.545,0.002,0.478,0.455,-0.023,1
0.714,0.702,-0.012,0.313,0.298,-0.015,1
0.554,0.607,0.053,0.467,0.393,-0.074,1
0.485,0.469,-0.016,0.537,0.531,-0.006,0
0.636,0.669,0.033,0.392,0.331,-0.061,0
0.522,0.52,-0.002,0.502,0.48,-0.022,0
0.537,0.531,-0.006,0.485,0.469,-0.016,1
0.714,0.706,-0.008,0.313,0.294,-0.019,1
0.392,0.392,0,0.636,0.608,-0.028,0
0.661,0.67,0.009,0.364,0.33,-0.034,1
0.444,0.509,0.065,0.583,0.491,-0.092,0
0.507,0.477,-0.03,0.517,0.523,0.006,0
0.648,0.67,0.022,0.379,0.33,-0.049,0
0.448,0.434,-0.014,0.58,0.566,-0.014,1
0.45,0.36,-0.09,0.578,0.64,0.062,1
0.467,0.465,-0.002,0.554,0.535,-0.019,0
0.552,0.503,-0.049,0.469,0.497,0.028,0
0.649,0.647,-0.002,0.377,0.353,-0.024,0
0.533,0.518,-0.015,0.49,0.482,-0.008,0
0.426,0.369,-0.057,0.6,0.631,0.031,1
0.609,0.652,0.043,0.415,0.348,-0.067,1
0.507,0.49,-0.017,0.517,0.51,-0.007,1
0.548,0.567,0.019,0.474,0.433,-0.041,1
0.481,0.485,0.004,0.541,0.515,-0.026,1
0.495,0.47,-0.025,0.528,0.53,0.002,1
0.407,0.41,0.003,0.624,0.59,-0.034,1
0.41,0.37,-0.04,0.614,0.63,0.016,1
0.634,0.611,-0.023,0.395,0.389,-0.006,1
0.472,0.44,-0.032,0.55,0.56,0.01,1
0.625,0.651,0.026,0.405,0.349,-0.056,1
0.639,0.634,-0.005,0.389,0.366,-0.023,1
0.368,0.36,-0.008,0.658,0.64,-0.018,1
0.681,0.708,0.027,0.347,0.292,-0.055,0
0.455,0.464,0.009,0.574,0.536,-0.038,1
0.624,0.62,-0.004,0.407,0.38,-0.027,0
0.469,0.474,0.005,0.552,0.526,-0.026,0
0.63,0.597,-0.033,0.4,0.403,0.003,1
0.543,0.542,-0.001,0.478,0.458,-0.02,0
0.537,0.538,0.001,0.485,0.462,-0.023,0
0.431,0.455,0.024,0.595,0.545,-0.05,0
0.478,0.465,-0.013,0.543,0.535,-0.008,0
0.37,0.393,0.023,0.655,0.607,-0.048,0
0.495,0.494,-0.001,0.528,0.506,-0.022,1
0.642,0.646,0.004,0.386,0.354,-0.032,0
0.652,0.662,0.01,0.375,0.338,-0.037,0
0.535,0.555,0.02,0.488,0.445,-0.043,1
0.303,0.312,0.009,0.726,0.688,-0.038,1
0.603,0.589,-0.014,0.422,0.411,-0.011,1
0.392,0.393,0.001,0.636,0.607,-0.029,0
0.632,0.655,0.023,0.397,0.345,-0.052,1
0.543,0.588,0.045,0.478,0.412,-0.066,1
0.593,0.576,-0.017,0.433,0.424,-0.009,0
0.574,0.585,0.011,0.455,0.415,-0.04,0
0.441,0.419,-0.022,0.587,0.581,-0.006,1
0.435,0.401,-0.034,0.592,0.599,0.007,1
0.459,0.445,-0.014,0.571,0.555,-0.016,1
0.395,0.389,-0.006,0.634,0.611,-0.023,0
0.71,0.698,-0.012,0.317,0.302,-0.015,1
0.519,0.526,0.007,0.505,0.474,-0.031,0
0.615,0.604,-0.011,0.417,0.396,-0.021,0
0.403,0.411,0.008,0.627,0.589,-0.038,0
0.385,0.383,-0.002,0.643,0.617,-0.026,0
0.609,0.608,-0.001,0.415,0.392,-0.023,1
0.512,0.461,-0.051,0.512,0.539,0.027,1
0.576,0.579,0.003,0.452,0.421,-0.031,1
0.444,0.395,-0.049,0.583,0.605,0.022,1
0.328,0.365,0.037,0.701,0.635,-0.066,0
0.502,0.491,-0.011,0.522,0.509,-0.013,0
0.608,0.573,-0.035,0.417,0.427,0.01,0
0.552,0.55,-0.002,0.469,0.45,-0.019,0
0.721,0.712,-0.009,0.305,0.288,-0.017,0
0.639,0.628,-0.011,0.389,0.372,-0.017,0
0.643,0.622,-0.021,0.385,0.378,-0.007,1
0.659,0.685,0.026,0.366,0.315,-0.051,1
0.62,0.598,-0.022,0.412,0.402,-0.01,1
0.592,0.62,0.028,0.435,0.38,-0.055,0
0.403,0.459,0.056,0.627,0.541,-0.086,0
0.598,0.587,-0.011,0.427,0.413,-0.014,0
0.533,0.534,0.001,0.49,0.466,-0.024,1
0.652,0.629,-0.023,0.375,0.371,-0.004,1
0.661,0.632,-0.029,0.364,0.368,0.004,0
0.364,0.347,-0.017,0.667,0.653,-0.014,1
0.535,0.528,-0.007,0.488,0.472,-0.016,1
0.528,0.521,-0.007,0.495,0.479,-0.016,1
0.502,0.51,0.008,0.522,0.49,-0.032,0
0.554,0.581,0.027,0.467,0.419,-0.048,0
0.639,0.648,0.009,0.389,0.352,-0.037,1
0.667,0.646,-0.021,0.364,0.354,-0.01,0
0.535,0.549,0.014,0.488,0.451,-0.037,0
0.583,0.568,-0.015,0.444,0.432,-0.012,1
0.502,0.511,0.009,0.522,0.489,-0.033,0
0.512,0.469,-0.043,0.512,0.531,0.019,1
0.6,0.6,0,0.426,0.4,-0.026,0
0.502,0.49,-0.012,0.522,0.51,-0.012,0
0.567,0.568,0.001,0.463,0.432,-0.031,0
0.522,0.497,-0.025,0.502,0.503,0.001,1
0.614,0.609,-0.005,0.41,0.391,-0.019,0
0.457,0.433,-0.024,0.573,0.567,-0.006,1
0.392,0.415,0.023,0.636,0.585,-0.051,0
0.623,0.637,0.014,0.408,0.363,-0.045,1
0.681,0.666,-0.015,0.347,0.334,-0.013,1
0.669,0.672,0.003,0.361,0.328,-0.033,0
0.636,0.623,-0.013,0.392,0.377,-0.015,0
0.574,0.59,0.016,0.455,0.41,-0.045,1
0.688,0.696,0.008,0.339,0.304,-0.035,0
0.608,0.616,0.008,0.417,0.384,-0.033,1
0.51,0.499,-0.011,0.515,0.501,-0.014,0
0.548,0.57,0.022,0.474,0.43,-0.044,0
0.455,0.401,-0.054,0.574,0.599,0.025,1
0.469,0.397,-0.072,0.561,0.603,0.042,1
0.702,0.685,-0.017,0.327,0.315,-0.012,0
0.6,0.59,-0.01,0.426,0.41,-0.016,0
0.688,0.636,-0.052,0.339,0.364,0.025,0
0.65,0.626,-0.024,0.376,0.374,-0.002,0
0.512,0.496,-0.016,0.512,0.504,-0.008,1
0.493,0.396,-0.097,0.531,0.604,0.073,1
0.524,0.495,-0.029,0.5,0.505,0.005,0
0.522,0.526,0.004,0.502,0.474,-0.028,1
0.49,0.526,0.036,0.533,0.474,-0.059,1
0.574,0.559,-0.015,0.455,0.441,-0.014,0
0.689,0.73,0.041,0.337,0.27,-0.067,1
0.583,0.582,-0.001,0.444,0.418,-0.026,0
0.615,0.6,-0.015,0.417,0.4,-0.017,0
0.444,0.404,-0.04,0.583,0.596,0.013,1
0.706,0.693,-0.013,0.323,0.307,-0.016,0
0.498,0.501,0.003,0.526,0.499,-0.027,0
0.612,0.645,0.033,0.412,0.355,-0.057,0
0.59,0.564,-0.026,0.437,0.436,-0.001,0
0.322,0.269,-0.053,0.707,0.731,0.024,1
0.697,0.66,-0.037,0.328,0.34,0.012,0
0.493,0.533,0.04,0.531,0.467,-0.064,0
0.603,0.599,-0.004,0.422,0.401,-0.021,0
0.672,0.659,-0.013,0.357,0.341,-0.016,0
0.6,0.593,-0.007,0.426,0.407,-0.019,1
0.502,0.479,-0.023,0.522,0.521,-0.001,1
0.481,0.474,-0.007,0.541,0.526,-0.015,0
0.687,0.687,0,0.34,0.313,-0.027,0
0.625,0.644,0.019,0.405,0.356,-0.049,1
0.672,0.703,0.031,0.357,0.297,-0.06,0
0.603,0.63,0.027,0.422,0.37,-0.052,0
0.474,0.442,-0.032,0.558,0.558,0,0
0.573,0.506,-0.067,0.457,0.494,0.037,1
0.569,0.542,-0.027,0.461,0.458,-0.003,0
0.448,0.465,0.017,0.58,0.535,-0.045,1
0.73,0.72,-0.01,0.299,0.28,-0.019,0
0.692,0.682,-0.01,0.333,0.318,-0.015,1
0.561,0.578,0.017,0.469,0.422,-0.047,1
0.598,0.598,0,0.427,0.402,-0.025,0
0.603,0.625,0.022,0.422,0.375,-0.047,1
0.645,0.668,0.023,0.382,0.332,-0.05,1
0.5,0.483,-0.017,0.524,0.517,-0.007,1
0.427,0.415,-0.012,0.598,0.585,-0.013,0
0.502,0.457,-0.045,0.522,0.543,0.021,0
0.663,0.649,-0.014,0.361,0.351,-0.01,1
0.71,0.666,-0.044,0.317,0.334,0.017,0
0.574,0.53,-0.044,0.455,0.47,0.015,0
0.4,0.339,-0.061,0.63,0.661,0.031,1
0.617,0.607,-0.01,0.415,0.393,-0.022,0
0.598,0.595,-0.003,0.427,0.405,-0.022,0
0.634,0.644,0.01,0.395,0.356,-0.039,1
0.636,0.632,-0.004,0.392,0.368,-0.024,0
0.688,0.702,0.014,0.339,0.298,-0.041,0
0.543,0.547,0.004,0.478,0.453,-0.025,1
0.64,0.636,-0.004,0.388,0.364,-0.024,1
0.602,0.606,0.004,0.424,0.394,-0.03,0
0.528,0.437,-0.091,0.495,0.563,0.068,1
0.294,0.377,0.083,0.733,0.623,-0.11,1
0.485,0.49,0.005,0.537,0.51,-0.027,1
0.667,0.647,-0.02,0.364,0.353,-0.011,0
0.649,0.663,0.014,0.377,0.337,-0.04,1
0.41,0.311,-0.099,0.614,0.689,0.075,1
0.429,0.39,-0.039,0.597,0.61,0.013,0
0.519,0.499,-0.02,0.505,0.501,-0.004,1
0.358,0.36,0.002,0.671,0.64,-0.031,1
0.6,0.602,0.002,0.426,0.398,-0.028,0
0.316,0.251,-0.065,0.711,0.749,0.038,1
0.718,0.698,-0.02,0.308,0.302,-0.006,0
0.478,0.493,0.015,0.543,0.507,-0.036,0
0.519,0.542,0.023,0.505,0.458,-0.047,0
0.574,0.582,0.008,0.455,0.418,-0.037,0
0.625,0.641,0.016,0.405,0.359,-0.046,0
0.347,0.363,0.016,0.681,0.637,-0.044,1
0.561,0.485,-0.076,0.469,0.515,0.046,1
0.25,0.365,0.115,0.778,0.635,-0.143,0
0.623,0.609,-0.014,0.408,0.391,-0.017,0
0.26,0.191,-0.069,0.767,0.809,0.042,1
0.526,0.518,-0.008,0.498,0.482,-0.016,1
0.355,0.364,0.009,0.674,0.636,-0.038,0
0.563,0.532,-0.031,0.467,0.468,0.001,0
0.459,0.379,-0.08,0.571,0.621,0.05,1
0.55,0.537,-0.013,0.472,0.463,-0.009,0
0.735,0.741,0.006,0.292,0.259,-0.033,0
0.735,0.73,-0.005,0.292,0.27,-0.022,0
0.672,0.686,0.014,0.357,0.314,-0.043,1
0.526,0.518,-0.008,0.498,0.482,-0.016,0
0.573,0.564,-0.009,0.457,0.436,-0.021,0
0.59,0.521,-0.069,0.437,0.479,0.042,1
0.467,0.413,-0.054,0.554,0.587,0.033,1
0.351,0.372,0.021,0.677,0.628,-0.049,0
0.714,0.689,-0.025,0.313,0.311,-0.002,1
0.505,0.519,0.014,0.519,0.481,-0.038,0
0.361,0.279,-0.082,0.669,0.721,0.052,1
0.6,0.58,-0.02,0.426,0.42,-0.006,0
0.417,0.385,-0.032,0.608,0.615,0.007,0
0.649,0.677,0.028,0.377,0.323,-0.054,1
0.463,0.435,-0.028,0.567,0.565,-0.002,0
0.603,0.565,-0.038,0.422,0.435,0.013,0
0.73,0.72,-0.01,0.299,0.28,-0.019,0
0.519,0.529,0.01,0.505,0.471,-0.034,0
0.444,0.435,-0.009,0.583,0.565,-0.018,0
0.643,0.632,-0.011,0.385,0.368,-0.017,0
0.388,0.386,-0.002,0.64,0.614,-0.026,0
0.439,0.465,0.026,0.588,0.535,-0.053,1
0.554,0.554,0,0.467,0.446,-0.021,1
0.636,0.527,-0.109,0.392,0.473,0.081,1
0.417,0.406,-0.011,0.615,0.594,-0.021,1
0.583,0.553,-0.03,0.444,0.447,0.003,1
0.323,0.29,-0.033,0.706,0.71,0.004,1
0.418,0.368,-0.05,0.606,0.632,0.026,1
0.457,0.335,-0.122,0.573,0.665,0.092,1
0.639,0.626,-0.013,0.389,0.374,-0.015,1
0.563,0.556,-0.007,0.467,0.444,-0.023,0
0.543,0.511,-0.032,0.478,0.489,0.011,1
0.403,0.39,-0.013,0.627,0.61,-0.017,0
0.469,0.467,-0.002,0.561,0.533,-0.028,0
0.392,0.363,-0.029,0.636,0.637,0.001,1
0.662,0.665,0.003,0.362,0.335,-0.027,1
0.661,0.673,0.012,0.364,0.327,-0.037,0
0.6,0.551,-0.049,0.426,0.449,0.023,1
0.417,0.393,-0.024,0.608,0.607,-0.001,1
0.5,0.493,-0.007,0.524,0.507,-0.017,0
0.661,0.657,-0.004,0.364,0.343,-0.021,0
0.592,0.603,0.011,0.435,0.397,-0.038,0
0.483,0.523,0.04,0.539,0.477,-0.062,0
0.299,0.192,-0.107,0.73,0.808,0.078,1
0.429,0.468,0.039,0.597,0.532,-0.065,1
0.42,0.375,-0.045,0.605,0.625,0.02,1
0.583,0.566,-0.017,0.444,0.434,-0.01,0
0.469,0.455,-0.014,0.552,0.545,-0.007,1
0.483,0.517,0.034,0.539,0.483,-0.056,1
0.512,0.486,-0.026,0.512,0.514,0.002,0
0.667,0.681,0.014,0.364,0.319,-0.045,1
0.655,0.468,-0.187,0.37,0.532,0.162,1
0.583,0.583,0,0.444,0.417,-0.027,1
0.655,0.686,0.031,0.37,0.314,-0.056,1
0.469,0.498,0.029,0.561,0.502,-0.059,0
0.649,0.671,0.022,0.377,0.329,-0.048,0
0.444,0.421,-0.023,0.583,0.579,-0.004,1
0.303,0.206,-0.097,0.726,0.794,0.068,1
0.417,0.36,-0.057,0.608,0.64,0.032,1
0.493,0.477,-0.016,0.531,0.523,-0.008,0
0.498,0.478,-0.02,0.526,0.522,-0.004,1
0.588,0.568,-0.02,0.439,0.432,-0.007,0
0.45,0.457,0.007,0.578,0.543,-0.035,1
0.45,0.383,-0.067,0.578,0.617,0.039,0
0.474,0.407,-0.067,0.558,0.593,0.035,0
0.495,0.5,0.005,0.528,0.5,-0.028,0
0.753,0.77,0.017,0.274,0.23,-0.044,1
0.235,0.155,-0.08,0.789,0.845,0.056,1
0.502,0.464,-0.038,0.522,0.536,0.014,1
0.526,0.534,0.008,0.498,0.466,-0.032,1
0.548,0.536,-0.012,0.474,0.464,-0.01,1
0.798,0.772,-0.026,0.227,0.228,0.001,0
0.498,0.506,0.008,0.526,0.494,-0.032,0
0.554,0.569,0.015,0.467,0.431,-0.036,1
0.667,0.68,0.013,0.364,0.32,-0.044,0
0.697,0.764,0.067,0.328,0.236,-0.092,1
0.683,0.707,0.024,0.345,0.293,-0.052,1
0.688,0.667,-0.021,0.339,0.333,-0.006,1
0.539,0.533,-0.006,0.483,0.467,-0.016,0
0.63,0.562,-0.068,0.4,0.438,0.038,0
0.417,0.374,-0.043,0.608,0.626,0.018,0
0.452,0.438,-0.014,0.576,0.562,-0.014,1
0.389,0.246,-0.143,0.639,0.754,0.115,0
0.558,0.555,-0.003,0.474,0.445,-0.029,0
0.554,0.594,0.04,0.467,0.406,-0.061,1
0.664,0.548,-0.116,0.36,0.452,0.092,0
0.615,0.59,-0.025,0.417,0.41,-0.007,1
0.636,0.608,-0.028,0.392,0.392,0,1
0.493,0.492,-0.001,0.531,0.508,-0.023,0
0.512,0.522,0.01,0.512,0.478,-0.034,0
0.661,0.632,-0.029,0.364,0.368,0.004,1
0.706,0.727,0.021,0.323,0.273,-0.05,1
0.648,0.597,-0.051,0.379,0.403,0.024,0
0.569,0.572,0.003,0.461,0.428,-0.033,0
0.426,0.429,0.003,0.6,0.571,-0.029,0
0.339,0.372,0.033,0.688,0.628,-0.06,0
0.747,0.747,0,0.281,0.253,-0.028,0
0.505,0.486,-0.019,0.519,0.514,-0.005,0
0.339,0.358,0.019,0.688,0.642,-0.046,1
0.498,0.48,-0.018,0.526,0.52,-0.006,0
0.435,0.449,0.014,0.592,0.551,-0.041,0
0.585,0.565,-0.02,0.442,0.435,-0.007,1
0.683,0.657,-0.026,0.345,0.343,-0.002,0
0.6,0.644,0.044,0.426,0.356,-0.07,0
0.621,0.586,-0.035,0.41,0.414,0.004,0
0.6,0.585,-0.015,0.426,0.415,-0.011,1
0.704,0.709,0.005,0.325,0.291,-0.034,1
0.714,0.691,-0.023,0.313,0.309,-0.004,0
0.611,0.591,-0.02,0.413,0.409,-0.004,0
0.677,0.639,-0.038,0.351,0.361,0.01,0
0.585,0.562,-0.023,0.442,0.438,-0.004,1
0.574,0.59,0.016,0.455,0.41,-0.045,0
0.472,0.485,0.013,0.559,0.515,-0.044,1
0.372,0.345,-0.027,0.654,0.655,0.001,0
0.571,0.589,0.018,0.459,0.411,-0.048,1
0.417,0.423,0.006,0.608,0.577,-0.031,0
0.588,0.55,-0.038,0.439,0.45,0.011,1
0.661,0.622,-0.039,0.364,0.378,0.014,1
0.351,0.334,-0.017,0.677,0.666,-0.011,0
0.474,0.404,-0.07,0.548,0.596,0.048,0
0.441,0.39,-0.051,0.587,0.61,0.023,1
0.806,0.634,-0.172,0.22,0.366,0.146,0
0.548,0.535,-0.013,0.474,0.465,-0.009,0
0.63,0.58,-0.05,0.4,0.42,0.02,1
0.639,0.597,-0.042,0.389,0.403,0.014,1
0.467,0.424,-0.043,0.554,0.576,0.022,0
0.522,0.51,-0.012,0.502,0.49,-0.012,0
0.775,0.738,-0.037,0.25,0.262,0.012,0
0.612,0.61,-0.002,0.412,0.39,-0.022,0
0.552,0.506,-0.046,0.469,0.494,0.025,1
0.278,0.385,0.107,0.75,0.615,-0.135,1
0.467,0.435,-0.032,0.554,0.565,0.011,0
0.448,0.456,0.008,0.58,0.544,-0.036,0
0.645,0.571,-0.074,0.382,0.429,0.047,0
0.825,0.747,-0.078,0.195,0.253,0.058,0
0.515,0.478,-0.037,0.51,0.522,0.012,1
0.663,0.622,-0.041,0.361,0.378,0.017,0
0.512,0.503,-0.009,0.512,0.497,-0.015,1
0.635,0.619,-0.016,0.394,0.381,-0.013,0
0.765,0.694,-0.071,0.263,0.306,0.043,1
0.597,0.623,0.026,0.429,0.377,-0.052,0
0.75,0.742,-0.008,0.278,0.258,-0.02,0
0.602,0.599,-0.003,0.424,0.401,-0.023,0
0.597,0.59,-0.007,0.429,0.41,-0.019,1
0.582,0.56,-0.022,0.446,0.44,-0.006,0
0.323,0.319,-0.004,0.706,0.681,-0.025,1
0.77,0.658,-0.112,0.256,0.342,0.086,0
0.593,0.591,-0.002,0.433,0.409,-0.024,1
0.567,0.534,-0.033,0.463,0.466,0.003,1
0.569,0.594,0.025,0.461,0.406,-0.055,1
0.656,0.646,-0.01,0.369,0.354,-0.015,1
0.526,0.524,-0.002,0.498,0.476,-0.022,1
0.567,0.57,0.003,0.463,0.43,-0.033,0
0.595,0.604,0.009,0.431,0.396,-0.035,0
0.672,0.643,-0.029,0.357,0.357,0,0
0.643,0.642,-0.001,0.385,0.358,-0.027,0
0.571,0.514,-0.057,0.459,0.486,0.027,0
0.567,0.592,0.025,0.463,0.408,-0.055,0
0.679,0.664,-0.015,0.348,0.336,-0.012,0
0.519,0.527,0.008,0.505,0.473,-0.032,1
0.692,0.667,-0.025,0.333,0.333,0,0
0.677,0.609,-0.068,0.351,0.391,0.04,0
0.638,0.378,-0.26,0.391,0.622,0.231,0
0.49,0.48,-0.01,0.533,0.52,-0.013,1
0.592,0.575,-0.017,0.435,0.425,-0.01,0
0.45,0.428,-0.022,0.578,0.572,-0.006,1
0.554,0.566,0.012,0.467,0.434,-0.033,0
0.424,0.393,-0.031,0.602,0.607,0.005,1
0.573,0.561,-0.012,0.457,0.439,-0.018,0
0.463,0.467,0.004,0.567,0.533,-0.034,1
0.558,0.548,-0.01,0.474,0.452,-0.022,0
0.612,0.592,-0.02,0.412,0.408,-0.004,0
0.417,0.423,0.006,0.608,0.577,-0.031,1
0.791,0.766,-0.025,0.233,0.234,0.001,0
0.33,0.314,-0.016,0.695,0.686,-0.009,1
0.558,0.601,0.043,0.474,0.399,-0.075,0
0.692,0.648,-0.044,0.333,0.352,0.019,1
0.558,0.486,-0.072,0.474,0.514,0.04,0
0.485,0.481,-0.004,0.537,0.519,-0.018,1
0.672,0.673,0.001,0.357,0.327,-0.03,0
0.558,0.545,-0.013,0.474,0.455,-0.019,1
0.415,0.39,-0.025,0.609,0.61,0.001,1
0.598,0.594,-0.004,0.427,0.406,-0.021,0
0.611,0.629,0.018,0.413,0.371,-0.042,0
0.448,0.488,0.04,0.58,0.512,-0.068,0
0.49,0.432,-0.058,0.533,0.568,0.035,1
0.683,0.71,0.027,0.345,0.29,-0.055,0
0.426,0.436,0.01,0.6,0.564,-0.036,1
0.649,0.647,-0.002,0.377,0.353,-0.024,0
0.676,0.614,-0.062,0.352,0.386,0.034,0
0.569,0.568,-0.001,0.461,0.432,-0.029,1
0.522,0.529,0.007,0.502,0.471,-0.031,1
0.558,0.543,-0.015,0.474,0.457,-0.017,1
0.672,0.665,-0.007,0.357,0.335,-0.022,0
0.561,0.53,-0.031,0.469,0.47,0.001,0
0.515,0.492,-0.023,0.51,0.508,-0.002,0
0.437,0.405,-0.032,0.59,0.595,0.005,1
0.483,0.448,-0.035,0.539,0.552,0.013,0
0.632,0.619,-0.013,0.397,0.381,-0.016,0
0.63,0.615,-0.015,0.4,0.385,-0.015,1
0.688,0.682,-0.006,0.339,0.318,-0.021,1
0.426,0.445,0.019,0.6,0.555,-0.045,0
0.643,0.649,0.006,0.385,0.351,-0.034,0
0.697,0.687,-0.01,0.328,0.313,-0.015,1
0.467,0.459,-0.008,0.563,0.541,-0.022,0
0.559,0.544,-0.015,0.472,0.456,-0.016,0
0.722,0.708,-0.014,0.303,0.292,-0.011,0
