A_given,A_calc,A_diff,H_given,H_calc,H_diff,Result
0.522,0.525,0.003,0.502,0.475,-0.027,0
0.446,0.416,-0.03,0.582,0.584,0.002,1
0.611,0.631,0.02,0.413,0.369,-0.044,1
0.474,0.476,0.002,0.558,0.524,-0.034,1
0.588,0.574,-0.014,0.439,0.426,-0.013,0
0.392,0.387,-0.005,0.636,0.613,-0.023,1
0.418,0.385,-0.033,0.606,0.615,0.009,0
0.517,0.516,-0.001,0.507,0.484,-0.023,0
0.49,0.434,-0.056,0.533,0.566,0.033,1
0.382,0.368,-0.014,0.645,0.632,-0.013,0
0.625,0.594,-0.031,0.405,0.406,0.001,1
0.571,0.552,-0.019,0.459,0.448,-0.011,0
0.51,0.493,-0.017,0.515,0.507,-0.008,0
0.49,0.473,-0.017,0.533,0.527,-0.006,0
0.611,0.623,0.012,0.413,0.377,-0.036,0
0.526,0.477,-0.049,0.498,0.523,0.025,1
0.592,0.601,0.009,0.435,0.399,-0.036,1
0.565,0.546,-0.019,0.465,0.454,-0.011,0
0.459,0.388,-0.071,0.571,0.612,0.041,0
0.672,0.666,-0.006,0.357,0.334,-0.023,0
0.524,0.536,0.012,0.5,0.464,-0.036,0
0.603,0.613,0.01,0.422,0.387,-0.035,0
0.543,0.518,-0.025,0.478,0.482,0.004,1
0.323,0.369,0.046,0.706,0.631,-0.075,1
0.345,0.304,-0.041,0.683,0.696,0.013,0
0.345,0.363,0.018,0.683,0.637,-0.046,0
0.541,0.536,-0.005,0.481,0.464,-0.017,0
0.541,0.545,0.004,0.481,0.455,-0.026,0
0.634,0.631,-0.003,0.395,0.369,-0.026,1
0.526,0.504,-0.022,0.498,0.496,-0.002,0
0.63,0.625,-0.005,0.4,0.375,-0.025,1
0.545,0.568,0.023,0.476,0.432,-0.044,0
0.474,0.467,-0.007,0.558,0.533,-0.025,0
0.5,0.477,-0.023,0.524,0.523,-0.001,0
0.567,0.55,-0.017,0.463,0.45,-0.013,0
0.408,0.393,-0.015,0.623,0.607,-0.016,0
0.391,0.382,-0.009,0.638,0.618,-0.02,1
0.644,0.633,-0.011,0.383,0.367,-0.016,1
0.485,0.475,-0.01,0.537,0.525,-0.012,1
0.412,0.381,-0.031,0.62,0.619,-0.001,1
0.655,0.639,-0.016,0.37,0.361,-0.009,0
0.485,0.474,-0.011,0.537,0.526,-0.011,0
0.528,0.58,0.052,0.495,0.42,-0.075,1
0.561,0.561,0,0.469,0.439,-0.03,1
0.476,0.455,-0.021,0.556,0.545,-0.011,0
0.574,0.592,0.018,0.455,0.408,-0.047,1
0.667,0.66,-0.007,0.364,0.34,-0.024,0
0.561,0.555,-0.006,0.469,0.445,-0.024,0
0.397,0.377,-0.02,0.632,0.623,-0.009,0
0.561,0.441,-0.12,0.469,0.559,0.09,0
0.431,0.427,-0.004,0.595,0.573,-0.022,1
0.545,0.531,-0.014,0.476,0.469,-0.007,0
0.588,0.59,0.002,0.439,0.41,-0.029,1
0.602,0.612,0.01,0.424,0.388,-0.036,0
0.649,0.705,0.056,0.377,0.295,-0.082,1
0.5,0.477,-0.023,0.524,0.523,-0.001,0
0.539,0.53,-0.009,0.483,0.47,-0.013,1
0.58,0.585,0.005,0.448,0.415,-0.033,0
0.576,0.525,-0.051,0.452,0.475,0.023,0
0.563,0.562,-0.001,0.467,0.438,-0.029,0
0.583,0.579,-0.004,0.444,0.421,-0.023,0
0.433,0.423,-0.01,0.593,0.577,-0.016,1
0.647,0.608,-0.039,0.38,0.392,0.012,1
0.643,0.631,-0.012,0.385,0.369,-0.016,0
0.528,0.505,-0.023,0.495,0.495,0,1
0.567,0.554,-0.013,0.463,0.446,-0.017,0
0.747,0.728,-0.019,0.282,0.272,-0.01,0
0.535,0.491,-0.044,0.488,0.509,0.021,0
0.533,0.546,0.013,0.49,0.454,-0.036,0
0.469,0.437,-0.032,0.561,0.563,0.002,1
0.624,0.624,0,0.407,0.376,-0.031,1
0.605,0.605,0,0.42,0.395,-0.025,1
0.595,0.579,-0.016,0.431,0.421,-0.01,1
0.541,0.555,0.014,0.481,0.445,-0.036,1
0.643,0.626,-0.017,0.385,0.374,-0.011,1
0.522,0.492,-0.03,0.502,0.508,0.006,1
0.558,0.547,-0.011,0.474,0.453,-0.021,1
0.526,0.503,-0.023,0.498,0.497,-0.001,0
0.578,0.572,-0.006,0.45,0.428,-0.022,0
0.722,0.718,-0.004,0.303,0.282,-0.021,1
0.556,0.536,-0.02,0.476,0.464,-0.012,0
0.578,0.569,-0.009,0.45,0.431,-0.019,1
0.537,0.56,0.023,0.485,0.44,-0.045,1
0.578,0.58,0.002,0.45,0.42,-0.03,1
0.469,0.465,-0.004,0.552,0.535,-0.017,1
0.686,0.686,0,0.341,0.314,-0.027,1
0.561,0.498,-0.063,0.469,0.502,0.033,1
0.548,0.515,-0.033,0.474,0.485,0.011,0
0.49,0.507,0.017,0.533,0.493,-0.04,1
0.632,0.628,-0.004,0.397,0.372,-0.025,1
0.672,0.658,-0.014,0.357,0.342,-0.015,1
0.561,0.537,-0.024,0.469,0.463,-0.006,1
0.467,0.455,-0.012,0.563,0.545,-0.018,1
0.587,0.593,0.006,0.441,0.407,-0.034,0
0.543,0.57,0.027,0.478,0.43,-0.048,1
0.58,0.594,0.014,0.448,0.406,-0.042,0
0.63,0.632,0.002,0.4,0.368,-0.032,0
0.615,0.597,-0.018,0.417,0.403,-0.014,1
0.415,0.386,-0.029,0.617,0.614,-0.003,0
0.645,0.639,-0.006,0.382,0.361,-0.021,0
0.585,0.532,-0.053,0.442,0.468,0.026,0
0.531,0.481,-0.05,0.493,0.519,0.026,1
0.718,0.747,0.029,0.308,0.253,-0.055,0
0.587,0.57,-0.017,0.441,0.43,-0.011,0
0.609,0.599,-0.01,0.415,0.401,-0.014,1
0.576,0.605,0.029,0.452,0.395,-0.057,1
0.559,0.53,-0.029,0.472,0.47,-0.002,1
0.617,0.576,-0.041,0.415,0.424,0.009,1
0.567,0.559,-0.008,0.463,0.441,-0.022,0
0.481,0.474,-0.007,0.541,0.526,-0.015,1
0.574,0.564,-0.01,0.455,0.436,-0.019,0
0.559,0.547,-0.012,0.472,0.453,-0.019,0
0.474,0.484,0.01,0.548,0.516,-0.032,0
0.608,0.588,-0.02,0.417,0.412,-0.005,1
0.526,0.517,-0.009,0.498,0.483,-0.015,0
0.719,0.697,-0.022,0.307,0.303,-0.004,1
0.565,0.58,0.015,0.465,0.42,-0.045,1
0.512,0.483,-0.029,0.512,0.517,0.005,0
0.643,0.642,-0.001,0.385,0.358,-0.027,0
0.623,0.629,0.006,0.408,0.371,-0.037,0
0.55,0.585,0.035,0.472,0.415,-0.057,0
0.488,0.452,-0.036,0.535,0.548,0.013,0
0.531,0.536,0.005,0.493,0.464,-0.029,0
0.688,0.667,-0.021,0.339,0.333,-0.006,0
0.417,0.449,0.032,0.608,0.551,-0.057,1
0.643,0.648,0.005,0.385,0.352,-0.033,0
0.441,0.384,-0.057,0.587,0.616,0.029,0
0.502,0.526,0.024,0.522,0.474,-0.048,0
0.643,0.624,-0.019,0.385,0.376,-0.009,0
0.535,0.555,0.02,0.488,0.445,-0.043,1
0.561,0.54,-0.021,0.469,0.46,-0.009,0
0.62,0.599,-0.021,0.412,0.401,-0.011,1
0.573,0.566,-0.007,0.457,0.434,-0.023,1
0.662,0.676,0.014,0.362,0.324,-0.038,1
0.687,0.706,0.019,0.34,0.294,-0.046,1
0.519,0.485,-0.034,0.505,0.515,0.01,1
0.528,0.497,-0.031,0.495,0.503,0.008,0
0.65,0.679,0.029,0.376,0.321,-0.055,0
0.498,0.495,-0.003,0.526,0.505,-0.021,0
0.614,0.628,0.014,0.41,0.372,-0.038,1
0.578,0.573,-0.005,0.45,0.427,-0.023,0
0.531,0.54,0.009,0.493,0.46,-0.033,0
0.608,0.597,-0.011,0.417,0.403,-0.014,0
0.672,0.67,-0.002,0.357,0.33,-0.027,1
0.617,0.605,-0.012,0.415,0.395,-0.02,1
0.561,0.537,-0.024,0.469,0.463,-0.006,0
0.63,0.629,-0.001,0.4,0.371,-0.029,0
0.442,0.364,-0.078,0.585,0.636,0.051,1
0.608,0.581,-0.027,0.417,0.419,0.002,0
0.592,0.583,-0.009,0.435,0.417,-0.018,1
0.569,0.48,-0.089,0.461,0.52,0.059,0
0.394,0.447,0.053,0.635,0.553,-0.082,1
0.661,0.676,0.015,0.364,0.324,-0.04,1
0.636,0.634,-0.002,0.392,0.366,-0.026,0
0.578,0.589,0.011,0.45,0.411,-0.039,0
0.467,0.483,0.016,0.554,0.517,-0.037,1
0.647,0.64,-0.007,0.38,0.36,-0.02,1
0.644,0.626,-0.018,0.383,0.374,-0.009,1
0.636,0.622,-0.014,0.392,0.378,-0.014,1
0.535,0.55,0.015,0.488,0.45,-0.038,0
0.593,0.553,-0.04,0.433,0.447,0.014,1
0.474,0.474,0,0.548,0.526,-0.022,1
0.448,0.46,0.012,0.58,0.54,-0.04,0
0.422,0.414,-0.008,0.603,0.586,-0.017,0
0.545,0.53,-0.015,0.476,0.47,-0.006,1
0.5,0.451,-0.049,0.524,0.549,0.025,1
0.554,0.566,0.012,0.467,0.434,-0.033,0
0.672,0.675,0.003,0.357,0.325,-0.032,0
0.587,0.592,0.005,0.441,0.408,-0.033,0
0.5,0.466,-0.034,0.524,0.534,0.01,1
0.465,0.507,0.042,0.565,0.493,-0.072,0
0.714,0.714,0,0.313,0.286,-0.027,0
0.543,0.561,0.018,0.478,0.439,-0.039,0
0.493,0.51,0.017,0.531,0.49,-0.041,0
0.701,0.674,-0.027,0.328,0.326,-0.002,0
0.643,0.648,0.005,0.385,0.352,-0.033,0
0.636,0.598,-0.038,0.392,0.402,0.01,0
0.592,0.566,-0.026,0.435,0.434,-0.001,0
0.512,0.524,0.012,0.512,0.476,-0.036,1
0.474,0.469,-0.005,0.548,0.531,-0.017,0
0.413,0.402,-0.011,0.618,0.598,-0.02,1
0.652,0.654,0.002,0.375,0.346,-0.029,1
0.476,0.455,-0.021,0.556,0.545,-0.011,0
0.51,0.514,0.004,0.515,0.486,-0.029,0
0.375,0.367,-0.008,0.652,0.633,-0.019,1
0.507,0.54,0.033,0.517,0.46,-0.057,1
0.561,0.586,0.025,0.469,0.414,-0.055,0
0.485,0.488,0.003,0.537,0.512,-0.025,0
0.623,0.626,0.003,0.408,0.374,-0.034,0
0.431,0.474,0.043,0.595,0.526,-0.069,0
0.495,0.507,0.012,0.528,0.493,-0.035,1
0.502,0.462,-0.04,0.522,0.538,0.016,0
0.548,0.486,-0.062,0.474,0.514,0.04,1
0.405,0.408,0.003,0.625,0.592,-0.033,1
0.512,0.509,-0.003,0.512,0.491,-0.021,1
0.476,0.431,-0.045,0.556,0.569,0.013,0
0.442,0.432,-0.01,0.585,0.568,-0.017,0
0.522,0.545,0.023,0.502,0.455,-0.047,0
0.512,0.504,-0.008,0.512,0.496,-0.016,0
0.49,0.492,0.002,0.533,0.508,-0.025,1
0.59,0.592,0.002,0.437,0.408,-0.029,0
0.415,0.386,-0.029,0.617,0.614,-0.003,1
0.455,0.391,-0.064,0.574,0.609,0.035,0
0.597,0.588,-0.009,0.429,0.412,-0.017,1
0.543,0.55,0.007,0.478,0.45,-0.028,0
0.512,0.521,0.009,0.512,0.479,-0.033,0
0.395,0.386,-0.009,0.634,0.614,-0.02,1
0.533,0.488,-0.045,0.49,0.512,0.022,1
0.528,0.492,-0.036,0.495,0.508,0.013,0
0.533,0.523,-0.01,0.49,0.477,-0.013,1
0.485,0.484,-0.001,0.537,0.516,-0.021,0
0.483,0.47,-0.013,0.539,0.53,-0.009,0
0.476,0.452,-0.024,0.556,0.548,-0.008,1
0.478,0.465,-0.013,0.543,0.535,-0.008,0
0.328,0.284,-0.044,0.701,0.716,0.015,1
0.558,0.558,0,0.474,0.442,-0.032,1
0.548,0.546,-0.002,0.474,0.454,-0.02,0
0.488,0.447,-0.041,0.535,0.553,0.018,0
0.522,0.496,-0.026,0.502,0.504,0.002,0
0.609,0.611,0.002,0.415,0.389,-0.026,0
0.485,0.442,-0.043,0.537,0.558,0.021,1
0.385,0.408,0.023,0.643,0.592,-0.051,0
0.512,0.431,-0.081,0.512,0.569,0.057,0
0.49,0.48,-0.01,0.533,0.52,-0.013,1
0.522,0.5,-0.022,0.502,0.5,-0.002,0
0.417,0.37,-0.047,0.608,0.63,0.022,1
0.481,0.461,-0.02,0.541,0.539,-0.002,1
0.42,0.369,-0.051,0.605,0.631,0.026,1
0.474,0.435,-0.039,0.548,0.565,0.017,1
0.364,0.317,-0.047,0.661,0.683,0.022,0
0.531,0.506,-0.025,0.493,0.494,0.001,1
0.533,0.542,0.009,0.49,0.458,-0.032,1
0.472,0.47,-0.002,0.55,0.53,-0.02,1
0.552,0.489,-0.063,0.469,0.511,0.042,1
0.667,0.664,-0.003,0.364,0.336,-0.028,0
0.505,0.485,-0.02,0.519,0.515,-0.004,0
0.448,0.408,-0.04,0.58,0.592,0.012,1
0.512,0.53,0.018,0.512,0.47,-0.042,0
0.608,0.433,-0.175,0.417,0.567,0.15,0
0.612,0.572,-0.04,0.412,0.428,0.016,0
0.448,0.464,0.016,0.58,0.536,-0.044,0
0.507,0.486,-0.021,0.517,0.514,-0.003,0
0.59,0.593,0.003,0.437,0.407,-0.03,1
0.474,0.408,-0.066,0.558,0.592,0.034,0
0.567,0.555,-0.012,0.463,0.445,-0.018,0
0.469,0.465,-0.004,0.552,0.535,-0.017,1
0.556,0.554,-0.002,0.476,0.446,-0.03,0
0.483,0.484,0.001,0.539,0.516,-0.023,1
0.573,0.566,-0.007,0.457,0.434,-0.023,0
0.313,0.364,0.051,0.714,0.636,-0.078,1
0.483,0.461,-0.022,0.539,0.539,0,1
0.615,0.615,0,0.417,0.385,-0.032,1
0.465,0.417,-0.048,0.565,0.583,0.018,0
0.5,0.497,-0.003,0.524,0.503,-0.021,1
0.429,0.373,-0.056,0.597,0.627,0.03,0
0.574,0.585,0.011,0.455,0.415,-0.04,0
0.608,0.613,0.005,0.417,0.387,-0.03,1
0.558,0.557,-0.001,0.474,0.443,-0.031,0
0.41,0.42,0.01,0.614,0.58,-0.034,0
0.502,0.459,-0.043,0.522,0.541,0.019,0
0.583,0.516,-0.067,0.444,0.484,0.04,1
0.543,0.546,0.003,0.478,0.454,-0.024,1
0.559,0.539,-0.02,0.472,0.461,-0.011,1
0.505,0.508,0.003,0.519,0.492,-0.027,0
0.545,0.551,0.006,0.476,0.449,-0.027,0
0.593,0.569,-0.024,0.433,0.431,-0.002,0
0.543,0.547,0.004,0.478,0.453,-0.025,1
0.467,0.419,-0.048,0.563,0.581,0.018,1
0.587,0.578,-0.009,0.441,0.422,-0.019,0
0.578,0.557,-0.021,0.45,0.443,-0.007,0
0.603,0.609,0.006,0.422,0.391,-0.031,0
0.522,0.505,-0.017,0.502,0.495,-0.007,0
0.631,0.597,-0.034,0.398,0.403,0.005,1
0.485,0.497,0.012,0.537,0.503,-0.034,1
0.467,0.448,-0.019,0.563,0.552,-0.011,1
0.667,0.672,0.005,0.364,0.328,-0.036,0
0.582,0.56,-0.022,0.446,0.44,-0.006,1
0.669,0.679,0.01,0.361,0.321,-0.04,0
0.649,0.641,-0.008,0.377,0.359,-0.018,1
0.548,0.525,-0.023,0.474,0.475,0.001,0
0.683,0.669,-0.014,0.345,0.331,-0.014,0
0.661,0.669,0.008,0.364,0.331,-0.033,0
0.559,0.568,0.009,0.472,0.432,-0.04,1
0.578,0.52,-0.058,0.45,0.48,0.03,1
0.576,0.61,0.034,0.452,0.39,-0.062,1
0.583,0.578,-0.005,0.444,0.422,-0.022,0
0.631,0.639,0.008,0.398,0.361,-0.037,1
0.644,0.536,-0.108,0.383,0.464,0.081,0
0.58,0.548,-0.032,0.448,0.452,0.004,0
0.561,0.527,-0.034,0.469,0.473,0.004,1
0.517,0.499,-0.018,0.507,0.501,-0.006,0
0.667,0.613,-0.054,0.364,0.387,0.023,1
0.565,0.511,-0.054,0.465,0.489,0.024,1
0.481,0.394,-0.087,0.541,0.606,0.065,1
0.617,0.6,-0.017,0.415,0.4,-0.015,0
0.567,0.661,0.094,0.463,0.339,-0.124,1
0.524,0.519,-0.005,0.5,0.481,-0.019,0
0.643,0.627,-0.016,0.385,0.373,-0.012,1
0.585,0.587,0.002,0.442,0.413,-0.029,1
0.548,0.514,-0.034,0.474,0.486,0.012,1
0.583,0.556,-0.027,0.444,0.444,0,1
0.541,0.519,-0.022,0.481,0.481,0,1
0.697,0.733,0.036,0.328,0.267,-0.061,0
0.638,0.645,0.007,0.391,0.355,-0.036,0
0.533,0.545,0.012,0.49,0.455,-0.035,0
0.623,0.507,-0.116,0.408,0.493,0.085,1
0.618,0.552,-0.066,0.413,0.448,0.035,0
0.639,0.629,-0.01,0.389,0.371,-0.018,1
0.631,0.582,-0.049,0.398,0.418,0.02,0
0.488,0.483,-0.005,0.535,0.517,-0.018,1
0.483,0.488,0.005,0.539,0.512,-0.027,0
0.512,0.526,0.014,0.512,0.474,-0.038,0
0.636,0.621,-0.015,0.392,0.379,-0.013,1
0.567,0.54,-0.027,0.463,0.46,-0.003,1
0.548,0.533,-0.015,0.474,0.467,-0.007,0
0.672,0.675,0.003,0.357,0.325,-0.032,0
0.537,0.603,0.066,0.485,0.397,-0.088,0
0.608,0.616,0.008,0.417,0.384,-0.033,0
0.543,0.534,-0.009,0.478,0.466,-0.012,1
0.493,0.489,-0.004,0.531,0.511,-0.02,0
0.554,0.535,-0.019,0.467,0.465,-0.002,0
0.469,0.428,-0.041,0.552,0.572,0.02,1
0.663,0.63,-0.033,0.361,0.37,0.009,0
0.554,0.608,0.054,0.467,0.392,-0.075,1
0.533,0.523,-0.01,0.49,0.477,-0.013,0
0.519,0.5,-0.019,0.505,0.5,-0.005,1
0.505,0.515,0.01,0.519,0.485,-0.034,0
0.618,0.594,-0.024,0.413,0.406,-0.007,1
0.617,0.6,-0.017,0.415,0.4,-0.015,1
0.714,0.701,-0.013,0.313,0.299,-0.014,1
0.64,0.615,-0.025,0.388,0.385,-0.003,1
0.582,0.573,-0.009,0.446,0.427,-0.019,1
0.461,0.408,-0.053,0.569,0.592,0.023,0
0.697,0.692,-0.005,0.328,0.308,-0.02,0
0.655,0.68,0.025,0.37,0.32,-0.05,0
0.588,0.59,0.002,0.439,0.41,-0.029,1
0.498,0.495,-0.003,0.526,0.505,-0.021,0
0.587,0.546,-0.041,0.441,0.454,0.013,1
0.593,0.611,0.018,0.433,0.389,-0.044,1
0.683,0.648,-0.035,0.345,0.352,0.007,0
0.658,0.665,0.007,0.368,0.335,-0.033,0
0.632,0.611,-0.021,0.397,0.389,-0.008,0
0.522,0.548,0.026,0.502,0.452,-0.05,0
0.649,0.64,-0.009,0.377,0.36,-0.017,0
0.693,0.637,-0.056,0.332,0.363,0.031,0
0.465,0.471,0.006,0.565,0.529,-0.036,0
0.502,0.471,-0.031,0.522,0.529,0.007,1
0.567,0.56,-0.007,0.463,0.44,-0.023,0
0.623,0.641,0.018,0.408,0.359,-0.049,0
0.595,0.6,0.005,0.431,0.4,-0.031,1
0.543,0.53,-0.013,0.478,0.47,-0.008,1
0.597,0.571,-0.026,0.429,0.429,0,0
0.522,0.506,-0.016,0.502,0.494,-0.008,0
0.444,0.404,-0.04,0.583,0.596,0.013,1
0.706,0.705,-0.001,0.323,0.295,-0.028,0
0.62,0.609,-0.011,0.412,0.391,-0.021,1
0.49,0.5,0.01,0.533,0.5,-0.033,1
0.467,0.409,-0.058,0.554,0.591,0.037,0
0.582,0.584,0.002,0.446,0.416,-0.03,0
0.41,0.387,-0.023,0.614,0.613,-0.001,1
0.623,0.606,-0.017,0.408,0.394,-0.014,0
0.558,0.53,-0.028,0.474,0.47,-0.004,0
0.639,0.616,-0.023,0.389,0.384,-0.005,0
0.554,0.579,0.025,0.467,0.421,-0.046,0
0.554,0.537,-0.017,0.467,0.463,-0.004,1
0.528,0.535,0.007,0.495,0.465,-0.03,0
0.602,0.614,0.012,0.424,0.386,-0.038,1
0.634,0.625,-0.009,0.395,0.375,-0.02,0
0.558,0.563,0.005,0.474,0.437,-0.037,1
0.74,0.732,-0.008,0.286,0.268,-0.018,0
0.528,0.482,-0.046,0.495,0.518,0.023,1
0.554,0.557,0.003,0.467,0.443,-0.024,1
0.597,0.601,0.004,0.429,0.399,-0.03,1
0.606,0.563,-0.043,0.418,0.437,0.019,1
0.612,0.653,0.041,0.412,0.347,-0.065,0
0.541,0.521,-0.02,0.481,0.479,-0.002,0
0.413,0.425,0.012,0.618,0.575,-0.043,1
0.574,0.565,-0.009,0.455,0.435,-0.02,0
0.535,0.514,-0.021,0.488,0.486,-0.002,1
0.512,0.515,0.003,0.512,0.485,-0.027,0
0.535,0.532,-0.003,0.488,0.468,-0.02,0
0.533,0.549,0.016,0.49,0.451,-0.039,1
0.385,0.386,0.001,0.643,0.614,-0.029,1
0.649,0.616,-0.033,0.377,0.384,0.007,0
0.605,0.612,0.007,0.42,0.388,-0.032,1
0.424,0.384,-0.04,0.602,0.616,0.014,0
0.4,0.375,-0.025,0.63,0.625,-0.005,0
0.558,0.613,0.055,0.474,0.387,-0.087,1
0.474,0.452,-0.022,0.558,0.548,-0.01,1
0.474,0.467,-0.007,0.548,0.533,-0.015,1
0.573,0.567,-0.006,0.457,0.433,-0.024,1
0.554,0.541,-0.013,0.467,0.459,-0.008,1
0.623,0.637,0.014,0.408,0.363,-0.045,0
0.558,0.613,0.055,0.474,0.387,-0.087,1
0.585,0.608,0.023,0.442,0.392,-0.05,0
0.565,0.569,0.004,0.465,0.431,-0.034,0
0.574,0.56,-0.014,0.455,0.44,-0.015,0
0.323,0.353,0.03,0.706,0.647,-0.059,1
0.58,0.566,-0.014,0.448,0.434,-0.014,0
0.459,0.411,-0.048,0.571,0.589,0.018,1
0.522,0.529,0.007,0.502,0.471,-0.031,1
0.677,0.697,0.02,0.351,0.303,-0.048,0
0.548,0.548,0,0.474,0.452,-0.022,0
0.51,0.521,0.011,0.515,0.479,-0.036,0
0.533,0.524,-0.009,0.49,0.476,-0.014,0
0.567,0.542,-0.025,0.463,0.458,-0.005,1
0.541,0.525,-0.016,0.481,0.475,-0.006,1
0.502,0.524,0.022,0.522,0.476,-0.046,1
0.515,0.474,-0.041,0.51,0.526,0.016,1
0.498,0.548,0.05,0.526,0.452,-0.074,0
0.531,0.529,-0.002,0.493,0.471,-0.022,0
0.472,0.468,-0.004,0.55,0.532,-0.018,0
0.554,0.558,0.004,0.467,0.442,-0.025,1
0.539,0.513,-0.026,0.483,0.487,0.004,0
0.385,0.375,-0.01,0.643,0.625,-0.018,1
0.512,0.514,0.002,0.512,0.486,-0.026,1
0.478,0.457,-0.021,0.543,0.543,0,1
0.567,0.6,0.033,0.463,0.4,-0.063,0
0.618,0.657,0.039,0.413,0.343,-0.07,0
0.569,0.571,0.002,0.461,0.429,-0.032,1
0.485,0.458,-0.027,0.537,0.542,0.005,1
0.605,0.593,-0.012,0.42,0.407,-0.013,0
0.701,0.717,0.016,0.328,0.283,-0.045,0
0.533,0.495,-0.038,0.49,0.505,0.015,0
0.583,0.577,-0.006,0.444,0.423,-0.021,1
0.567,0.556,-0.011,0.463,0.444,-0.019,0
0.55,0.554,0.004,0.472,0.446,-0.026,0
0.472,0.358,-0.114,0.559,0.642,0.083,1
0.552,0.539,-0.013,0.469,0.461,-0.008,0
0.535,0.477,-0.058,0.488,0.523,0.035,1
0.522,0.488,-0.034,0.502,0.512,0.01,0
0.439,0.399,-0.04,0.588,0.601,0.013,1
0.658,0.661,0.003,0.368,0.339,-0.029,0
0.382,0.347,-0.035,0.645,0.653,0.008,1
0.623,0.601,-0.022,0.408,0.399,-0.009,1
0.505,0.517,0.012,0.519,0.483,-0.036,1
0.567,0.555,-0.012,0.463,0.445,-0.018,1
0.485,0.472,-0.013,0.537,0.528,-0.009,1
0.417,0.396,-0.021,0.615,0.604,-0.011,0
0.533,0.491,-0.042,0.49,0.509,0.019,1
0.519,0.426,-0.093,0.505,0.574,0.069,0
0.476,0.46,-0.016,0.556,0.54,-0.016,0
0.655,0.66,0.005,0.37,0.34,-0.03,0
0.522,0.473,-0.049,0.502,0.527,0.025,1
0.435,0.42,-0.015,0.592,0.58,-0.012,0
0.567,0.545,-0.022,0.463,0.455,-0.008,1
0.469,0.47,0.001,0.561,0.53,-0.031,0
0.535,0.508,-0.027,0.488,0.492,0.004,1
0.683,0.651,-0.032,0.345,0.349,0.004,0
0.592,0.588,-0.004,0.435,0.412,-0.023,0
0.403,0.4,-0.003,0.627,0.6,-0.027,0
0.643,0.647,0.004,0.385,0.353,-0.032,0
0.474,0.45,-0.024,0.548,0.55,0.002,1
0.64,0.595,-0.045,0.388,0.405,0.017,0
0.661,0.654,-0.007,0.364,0.346,-0.018,0
0.548,0.57,0.022,0.474,0.43,-0.044,0
0.672,0.693,0.021,0.357,0.307,-0.05,0
0.576,0.573,-0.003,0.452,0.427,-0.025,0
0.455,0.334,-0.121,0.574,0.666,0.092,0
0.58,0.567,-0.013,0.448,0.433,-0.015,0
0.517,0.467,-0.05,0.507,0.533,0.026,1
0.558,0.522,-0.036,0.474,0.478,0.004,1
0.612,0.537,-0.075,0.412,0.463,0.051,0
0.554,0.556,0.002,0.467,0.444,-0.023,1
0.548,0.564,0.016,0.474,0.436,-0.038,1
0.567,0.591,0.024,0.463,0.409,-0.054,1
0.429,0.404,-0.025,0.597,0.596,-0.001,1
0.58,0.573,-0.007,0.448,0.427,-0.021,0
0.55,0.497,-0.053,0.472,0.503,0.031,1
0.485,0.442,-0.043,0.537,0.558,0.021,0
0.587,0.567,-0.02,0.441,0.433,-0.008,1
0.357,0.353,-0.004,0.672,0.647,-0.025,1
0.6,0.556,-0.044,0.426,0.444,0.018,0
0.614,0.58,-0.034,0.41,0.42,0.01,0
0.474,0.427,-0.047,0.548,0.573,0.025,1
0.592,0.577,-0.015,0.435,0.423,-0.012,1
0.59,0.61,0.02,0.437,0.39,-0.047,0
0.627,0.618,-0.009,0.403,0.382,-0.021,1
0.526,0.541,0.015,0.498,0.459,-0.039,0
0.507,0.504,-0.003,0.517,0.496,-0.021,0
0.595,0.591,-0.004,0.431,0.409,-0.022,0
0.541,0.645,0.104,0.481,0.355,-0.126,1
0.569,0.608,0.039,0.461,0.392,-0.069,1
0.649,0.661,0.012,0.377,0.339,-0.038,0
0.537,0.547,0.01,0.485,0.453,-0.032,0
0.554,0.558,0.004,0.467,0.442,-0.025,0
0.49,0.539,0.049,0.533,0.461,-0.072,0
0.623,0.56,-0.063,0.408,0.44,0.032,1
0.474,0.489,0.015,0.548,0.511,-0.037,1
0.595,0.571,-0.024,0.431,0.429,-0.002,0
0.612,0.599,-0.013,0.412,0.401,-0.011,1
0.563,0.584,0.021,0.467,0.416,-0.051,0
0.502,0.491,-0.011,0.522,0.509,-0.013,0
0.74,0.713,-0.027,0.286,0.287,0.001,0
0.592,0.611,0.019,0.435,0.389,-0.046,1
0.442,0.452,0.01,0.585,0.548,-0.037,0
0.58,0.632,0.052,0.448,0.368,-0.08,0
0.649,0.651,0.002,0.377,0.349,-0.028,1
0.424,0.388,-0.036,0.602,0.612,0.01,0
0.474,0.475,0.001,0.548,0.525,-0.023,0
0.45,0.455,0.005,0.578,0.545,-0.033,0
0.598,0.595,-0.003,0.427,0.405,-0.022,0
0.615,0.601,-0.014,0.417,0.399,-0.018,1
0.58,0.55,-0.03,0.448,0.45,0.002,0
0.576,0.553,-0.023,0.452,0.447,-0.005,0
0.627,0.613,-0.014,0.403,0.387,-0.016,0
0.639,0.645,0.006,0.389,0.355,-0.034,1
0.485,0.476,-0.009,0.537,0.524,-0.013,0
0.554,0.547,-0.007,0.467,0.453,-0.014,1
0.463,0.433,-0.03,0.567,0.567,0,0
